"""  title""  ";" "" beschrijving"" "
"""  Gent: Nieuwbrug, bouwaanvraag van Jan Cent, 1714""  ";" "" Bouwheer: Cent, Jan."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Ferdinand Marie de Lobkowitz, 1791""  ";" "" Bouwheer: de Lobkowitz, Ferdinand Marie."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Geerts, 1792""  ";" "" Bouwheer: Geerts."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Frans Verburght, 1770""  ";" "" Bouwheer: Verburght, Frans."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Jacobus van Lierde, 1781""  ";" "" Bouwheer: van Lierde, Jacobus."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Henry du Bois, 1784""  ";" "" Bouwheer: du Bois, Henry."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Anne Caroline de Draeck van Ter Beke, 1767""  ";" "" Bouwheer: de Draeck van Ter Beke, Anne Caroline."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Anne Caroline de Draeck van Ter Beke, 1767""  ";" "" Bouwheer: de Draeck van Ter Beke, Anne Caroline."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Jacobus Stephanus Maelcamp, 1756""  ";" "" Bouwheer: Maelcamp, Jacobus Stephanus."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Anne Caroline de Draeck van Ter Beke, 1748""  ";" "" Bouwheer: de Draeck van Ter Beke, Anne Caroline."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Jacques Maelcamp, 1750""  ";" "" Bouwheer: Maelcamp, Jacques."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Isabelle Maelcamp, 1742""  ";" "" Bouwheer: Maelcamp, Isabelle."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Isabelle Maelcamp, 1742""  ";" "" Bouwheer: Maelcamp, Isabelle."" "
"""  Gent: Nederpolder, bouwaanvraag van Joannes Baptiste van Blootacker, 1786""  ";" "" Bouwheer: van Blootacker, Joannes Baptiste."" "
"""  Gent: Nederscheldestraat (verdwenen en opgenomen in het François Laurentplein), bouwaanvraag van Vervennet, 1740""  ";" "" Bouwheer: Vervennet."" "
"""  Gent: Nederpolder, bouwaanvraag van Ambrosius Rooman, 1784""  ";" "" Bouwheer: Rooman, Ambrosius."" "
"""  Gent: Nederpolder, bouwaanvraag van Guilielmus Christiaens, 1784""  ";" "" Bouwheer: Christiaens, Guilielmus. Het bouwdossier bevat ook een document van de verkoop van een huis aan G. Christiaens in 1784-1785."" "
"""  Gent: Nederpolder, bouwaanvraag van Joannes Boembeke 1785""  ";" "" Bouwheer: Boembeke, Joannes. Het bouwdossier bevat ook het afschrift en document van de verkoop van een huis aan J. Boembeke."" "
"""  Gent: Nederpolder, bouwaanvraag van Carel Goethals, 1769""  ";" "" Bouwheer: Goethals, Carel."" "
"""  Gent: Nederpolder, bouwaanvraag van Joannes Mortier, 1781""  ";" "" Bouwheer: Mortier, Joannes."" "
"""  Gent: Nederpolder, bouwaanvraag van Francois Verheggen, 1758""  ";" "" Bouwheer: Verheggen, Francois."" "
"""  Gent: Nederpolder, bouwaanvraag van Franchois Livinus Carpentier, 1767""  ";" "" Bouwheer: Carpentier, Franchois Livinus."" "
"""  Gent: Nederpolder, bouwaanvraag van Joseph van Damme, 1769""  ";" "" Bouwheer: van Damme, Joseph."" "
"""  Gent: Nederpolder, bouwaanvraag van Francois Verheggen, 1751""  ";" "" Bouwheer: Verheggen, Francois."" "
"""  Gent: Nederpolder, bouwaanvraag van Jan Verheggen, 1758""  ";" "" Bouwheer: Verheggen, Jan."" "
"""  Gent: Muidevest, bouwaanvraag van Sebastiaen Frans Vispoel, 1788""  ";" "" Bouwheer: Vispoel, Sebastiaen Frans."" "
"""  Gent: Muidevest, bouwaanvraag van Jacobus Josephus Bovyn en Joannes Bovyn, 1791""  ";" "" Bouwheer: Bovyn, Jacobus Josephus"""
"""  Gent: Nederpolder, bouwaanvraag van Francois Verheggen, 1750""  ";" "" Bouwheer: Verheggen, Francois."" "
"""  Gent: Muidebrugje (nu Muidelaan), bouwaanvraag van Pieter van Overwaele, 1733""  ";" "" Bouwheer: van Overwaele, Pieter."" "
"""  Gent: Muidebrugje (nu Muidelaan), bouwaanvraag van Pieter van Overwaele, 1749""  ";" "" Bouwheer: van Overwaele, Pieter."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Joannes Mortier, zonder datum""  ";" "" Bouwheer: Mortier, Joannes. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Molenaarstraatje, bouwaanvraag van Emanuel Pieters, 1771""  ";" "" Bouwheer: Pieters, Emanuel."" "
"""  Gent: Muidebrugje (nu Muidelaan), bouwaanvraag van Bernardus Mespreuve, 1699""  ";" "" Bouwheer: Mespreuve, Bernardus."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Francois Xaverius Lousbergs, 1789""  ";" "" Bouwheer: Lousbergs, Francois Xaverius."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Josephus de Landtheer, 1786""  ";" "" Bouwheer: de Landtheer, Josephus."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van F. Lousberg en Charles Villiot, 1786""  ";" "" Bouwheer: Lousberg, F."""
"""  Gent: Molenaarsstraat, bouwaanvraag van Pieter bartholomeus Gorge, 1789""  ";" "" Bouwheer: Gorge, Pieter Bartholomeus. Het advies van de schepenen: geweigerd."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Joannes Mortier, 1784""  ";" "" Bouwheer: Mortier, Joannes. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Cornelis Maron, 1785""  ";" "" Bouwheer: Maron, Cornelis. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Frans de Smet, 1777""  ";" "" Bouwheer: de Smet, Frans."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Pieter Jacobus Millecam, 1781""  ";" "" Bouwheer: Millecam, Pieter Jacobus."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Emanuel Pieter Ermeyt, 1783""  ";" "" Bouwheer: Ermeyt, Emanuel Pieter."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Joachim Frans Colin, 1774""  ";" "" Bouwheer: Colin, Joachim Frans."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Jan Buyck, 1776""  ";" "" Bouwheer: Buyck, Jan. Het gedrukte nummer op de bouwtekening (21) is hier foutief."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van weduwe van Dael, 1766""  ";" "" Bouwheer: van Dael, weduwe."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Jacobus de Meijer, 1772""  ";" "" Bouwheer: de Meijer, Jacobus."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Jean Baptiste Block, 1772""  ";" "" Bouwheer: Block, Jean Baptiste."" "
"""  Gent: Molenaarsstraat, Sassevaart, vest naar de Gaaimolenberg, bouwaanvraag van Frans de Smet, 1755""  ";" "" Bouwheer: de Smet, Frans."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van Livinus Neyt, 1763""  ";" "" Bouwheer: Neyt, Livinus."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van de Abdij van Drongen, Jan Masseau, weduwe Franchois Seghers en Jan de Man, 1726""  ";" "" Bouwheer: Abdij van Drongen"""
"""  Gent: Molenaarsstraat, bouwaanvraag van Jan Baptiste Ficquet, 1731""  ";" "" Bouwheer: Ficquet, Jan Baptiste."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van het Ter Haeghenklooster, 1751""  ";" "" Bouwheer: Ter Haeghenklooster."" "
"""  Gent: Groenbrugstraat, bouwaanvraag van Joannes van Driessche, 1786""  ";" "" Bouwheer: van Driessche, Joannes."" "
"""  Gent: Molenaarsstraat, bouwaanvraag van het Ter Haeghenklooster, 1706""  ";" "" Bouwheer: Ter Haeghenklooster."" "
"""  Gent: Goudstraat, bouwaanvraag van Pieter Jaecques van Acker, 1787""  ";" "" Bouwheer: van Acker, Pieter Jaecques."" "
"""  Gent: Huidevetterskaai, bouwaanvraag van Livinus 't Kindt, 1743""  ";" "" Bouwheer: 't Kindt, Livinus."" "
"""  Gent: Minnemeers, bouwaanvraag van van de Woestijne, 1785""  ";" "" Bouwheer: van de Woestijne."" "
"""  Gent: Minnemeers, bouwaanvraag van Pieter van Beveren, 1787""  ";" "" Bouwheer: van Beveren, Pieter."" "
"""  Gent: Baudelokaai, bouwaanvraag van de Baudeloo abdij, 1732""  ";" "" Bouwheer: Baudeloo abdij."" "
"""  Gent: Minnemeers, bouwaanvraag van Ludovicus Franciscus Goemaere, 1775""  ";" "" Bouwheer: Goemaere, Ludovicus Franciscus."" "
"""  Gent: Goudstraat, bouwaanvraag van Paulus de Schoenmaecker, 1779""  ";" "" Bouwheer: de Schoenmaecker, Paulus."" "
"""  Gent: Minnemansteeg (verdwenen en vervangen door Baudelostraat), bouwaanvraag van Marie Anne vander Linden en Rekenaer, 1705""  ";" "" Bouwheer: vander Linden, Marie Anne"""
"""  Gent: Minnemeers, bouwaanvraag van Jan Beerens, 1724""  ";" "" Bouwheer: Beerens, Jan."" "
"""  Gent: Meulesteedsesteenweg, bouwaanvraag van Pieter de Temmerman, 1783""  ";" "" Bouwheer: de Temmerman, Pieter."" "
"""  Gent: Meulesteedsesteenweg, bouwaanvraag van Petronella Labeke, 1784""  ";" "" Bouwheer: Labeke, Petronella."" "
"""  Gent: Meulesteedsesteenweg, bouwaanvraag van Francies Odemaer, 1785""  ";" "" Bouwheer: Odemaer, Francies."" "
"""  Gent: Meulegat (verdwenen en vervangen door het Casinoplein), bouwaanvraag van Carolus Dobbeleer, 1789""  ";" "" Bouwheer: Dobbeleer, Carolus."" "
"""  Gent: Meulegat (verdwenen en vervangen door het Casinoplein), bouwaanvraag van Pieter Vervaet, 1792""  ";" "" Bouwheer: Vervaet, Pieter."" "
"""  Gent: Mestelinkstraatje (Messingstraatje? = deel van Barrestraat tussen Nederkwaadham en Bisdomkaai), bouwaanvraag van Joanne Compare, 1789""  ";" "" Bouwheer: Compare, Joanne."" "
"""  Gent: Meulegat (verdwenen en vervangen door het Casinoplein), bouwaanvraag van Simoen van Daele, 1785""  ";" "" Bouwheer: van Daele, Simoen."" "
"""  Gent: Meester Gillisstraat (nu Gillis Coppinsstraat), bouwaanvraag van Jan Baptiste van Goethem, 1774""  ";" "" Bouwheer: van Goethem, Jan Baptiste."" "
"""  Gent: Meester Gillisstraat (nu Gillis Coppinsstraat), bouwaanvraag van Joseph Joannes de Moor, 1785""  ";" "" Bouwheer: de Moor, Joseph Joannes."" "
"""  Gent: Meerseniersstraat, bouwaanvraag van Carolus Haentjens, 1789""  ";" "" Bouwheer: Haentjens, Carolus."" "
"""  Gent: Meerseniersstraat, bouwaanvraag van J. van Malder, 1791""  ";" "" Bouwheer: van Malder, J."" "
"""  Gent: Meester Gillisstraat (nu Gillis Coppinsstraat), bouwaanvraag van Jan Baptiste vanden Bossche, 1755""  ";" "" Bouwheer: vanden Bossche, Jan Baptiste."" "
"""  Gent: Meerseniersstraat, bouwaanvraag van Joannes Baptiste Yserbije, 1780""  ";" "" Bouwheer: Yserbije, Joannes Baptiste."" "
"""  Gent: Meerseniersstraat, bouwaanvraag van Frans Carel Housiaux, 1785""  ";" "" Bouwheer: Housiaux, Frans Carel."" "
"""  Gent: Meerseniersstraat, bouwaanvraag van Susanne Goetghebuer, 1714""  ";" "" Bouwheer: Goetghebuer, Susanne."" "
"""  Gent: Meerseniersstraat, bouwaanvraag van Joannes de Scheemaecker, 1716""  ";" "" Bouwheer: de Scheemaecker, Joannes."" "
"""  Gent: Meerhem, bouwaanvraag van Jan Baptiste de Schrijver, zonder datum""  ";" "" Bouwheer: de Schrijver, Jan Baptiste."" "
"""  Gent: Meerhem, bouwaanvraag van Goossens, zonder datum""  ";" "" Bouwheer: Goossens."" "
"""  Gent: Meerhem, bouwaanvraag van Francies van Iseghem, 1787""  ";" "" Bouwheer: van Iseghem, Francies."" "
"""  Gent: Meerhem, bouwaanvraag van Tobias van Maldeghem, 1786""  ";" "" Bouwheer: van Maldeghem, Tobias."" "
"""  Gent: Meerhem, bouwaanvraag van Henricus Sijnquintijn, 1786""  ";" "" Bouwheer: Sijnquintijn, Henricus."" "
"""  Gent: Meerhem, bouwaanvraag van Jacques Guillelmus Meyer, 1785""  ";" "" Bouwheer: Meyer, Jacques Guillelmus."" "
"""  Gent: Meerhem, bouwaanvraag van Livinus de Smet, 1779""  ";" "" Bouwheer: de Smet, Livinus."" "
"""  Gent: Meerhem, bouwaanvraag van Joannes de Laval, 1781""  ";" "" Bouwheer: de Laval, Joannes."" "
"""  Gent: Meerhem, bouwaanvraag van Velleberghe, 1736""  ";" "" Bouwheer: Velleberghe."" "
"""  Gent: Meerhem, bouwaanvraag van Ignatius Aerens, 1781""  ";" "" Bouwheer: Aerens, Ignatius."" "
"""  Gent: Meerhem, bouwaanvraag van Judocus de Rudder, 1782""  ";" "" Bouwheer: de Rudder, Judocus."" "
"""  Gent: Meerhem, bouwaanvraag van Emanuel Verhegghe, 1768""  ";" "" Bouwheer: Verhegghe, Emanuel."" "
"""  Gent: Meerhem, bouwaanvraag van Francies Joannes Hertelere, 1771""  ";" "" Bouwheer: Hertelere, Francies Joannes."" "
"""  Gent: Meerhem, bouwaanvraag van anoniem, zonder datum""  ";" "" Bouwheer: anoniem"" "
"""  Gent: Meerhem, bouwaanvraag van Frans de Vos, 1715""  ";" "" Bouwheer: de Vos, Frans."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Pieter de Swaef, 1715""  ";" "" Bouwheer: de Swaef, Pieter."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Bauduijn Bertrand, 1785""  ";" "" Bouwheer: Bertrand, Bauduijn."" "
"""  Gent: Meerhem, bouwaanvraag van Simoen Steemaere, 1712""  ";" "" Bouwheer: Steemaere, Simoen."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Benoit Emanuel Cardon, 1784""  ";" "" Bouwheer: Cardon, Benoit Emanuel."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Joannes Cooman, 1789""  ";" "" Bouwheer: Cooman, Joannes."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Paulus Haemerlynck, 1773""  ";" "" Bouwheer: Haemerlynck, Paulus."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Lucas de Rudder, 1774""  ";" "" Bouwheer: de Rudder, Lucas."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Adriaen de Buck, 1774""  ";" "" Bouwheer: de Buck, Adriaen."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Joseph Florijn, 1771""  ";" "" Bouwheer: Florijn, Joseph."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Pieter Florijn, 1773""  ";" "" Bouwheer: Florijn, Pieter."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Jacobus Kempeneers, 1750""  ";" "" Bouwheer: Kempeneers, Jacobus."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Gillis Herschap en Jacobus Vispoel, 1743""  ";" "" Bouwheer: Hertschap, Gillis"""
"""  Gent: Mageleinstraat, bouwaanvraag van de erfgenamen van Pieter Huybens, 1736""  ";" "" Bouwheer: Huybens, Pieter erfgenamen."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Nicole, 1766""  ";" "" Bouwheer: Nicole."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Louys d'Aranda, 1742""  ";" "" Bouwheer: d'Aranda, Louys."" "
"""  Gent: Mageleinstraat, bouwaanvraag van weduwe Joannes Macque, 1728""  ";" "" Bouwheer: Macque, Joannes weduwe."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Paulus Haemerlynck, 1734""  ";" "" Bouwheer: Haemerlynck, Paulus."" "
"""  Gent: Mageleinstraat, bouwaanvraag van weduwe Joannes Macque, 1730""  ";" "" Bouwheer: Macque, Joannes weduwe."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Paulus Haemerlynck, 1721""  ";" "" Bouwheer: Haemerlynck, Paulus. Ligging gebouw: plan is beschadigd."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Joannes Macque, 1721""  ";" "" Bouwheer: Macque, Joannes."" "
"""  Gent: Mageleinstraat, bouwaanvraag van Jan de Mangeleere, 1714""  ";" "" Bouwheer: de Mangeleere, Jan."" "
"""  Gent: Mooi Hoveke (verdwenen pleintje aan de Kuiperskaai, ten noorden van de Oude Schelde), bouwaanvraag van Gillis Hebbelinck, 1698""  ";" "" Bouwheer: Hebbelinck, Gillis."" "
"""  Gent: Luxemburgstraat, bouwaanvraag van Adriaen van de Cappelle, 1788""  ";" "" Bouwheer: van de Cappelle, Adriaen."" "
"""  Gent: Lindenlei, bouwaanvraag van Judocus Neyt, 1781""  ";" "" Bouwheer: Neyt, Judocus."" "
"""  Gent: Lindenlei, bouwaanvraag van Grenier, 1779""  ";" "" Bouwheer: Grenier."" "
"""  Gent: Lindenlei, bouwaanvraag van Judocus Neyt, 1781""  ";" "" Bouwheer: Neyt, Judocus."" "
"""  Gent: Lindenlei, bouwaanvraag van Arnoldus Malsschaert, 1768""  ";" "" Bouwheer: Malsschaert, Arnoldus."" "
"""  Gent: Lievestraat, bouwaanvraag van Odemaerdus vande Waele, 1737""  ";" "" Bouwheer: vande Waele, Odemaerdus."" "
"""  Gent: Lindenlei, bouwaanvraag van Franchois Joan Baptiste Baut, 1762""  ";" "" Bouwheer: Baut, Franchois Joan Baptiste."" "
"""  Gent: Lindenlei, bouwaanvraag van Joan van Crombrugghe, 1762""  ";" "" Bouwheer: van Crombrugghe, Joan."" "
"""  Gent: Lindenlei, bouwaanvraag van Joachim de Costere, 1755""  ";" "" Bouwheer: de Costere, Joachim."" "
"""  Gent: Lievestraat, bouwaanvraag van Jan Baptiste Baut, 1770""  ";" "" Bouwheer: Baut, Jan Baptiste."" "
"""  Gent: Augustijnenkaai, bouwaanvraag van Jean de Potter en Livinus de Block, 1787""  ";" "" Bouwheer: de Potter, Jean de Block, Livinus."""
"""  Gent: Lievestraat, bouwaanvraag van Odemaerdus vande Waele, 1735""  ";" "" Bouwheer: vande Waele, Odemaerdus."" "
"""  Gent: Lievekaai - Augustijnenkaai, bouwaanvraag van Judocus Haentjens, 1783""  ";" "" Bouwheer: Haentjens, Judocus."" "
"""  Gent: Lievekaai - Augustijnenkaai, bouwaanvraag van Pieter Jacobus Millecam, 1758""  ";" "" Bouwheer: Millecam, Pieter Jacobus."" "
"""  Gent: Lievekaai, bouwaanvraag van Judocus Fermont, 1785""  ";" "" Bouwheer: Fermont, Judocus."" "
"""  Gent: Lievekaai - Augustijnenkaai, bouwaanvraag van Pieter Jacobus Millecam, 1752""  ";" "" Bouwheer: Millecam, Pieter Jacobus."" "
"""  Gent: Gewad, bouwaanvraag van Andries Brero, 1773""  ";" "" Bouwheer: Brero, Andries."" "
"""  Gent: Lievekaai - Augustijnenkaai, bouwaanvraag van Jan Heyns, 1731""  ";" "" Bouwheer: Heyns, Jan."" "
"""  Gent: Lievekaai, bouwaanvraag van Joannes van Loo, 1740""  ";" "" Bouwheer: van Loo, Joannes."" "
"""  Gent: Lievekaai, bouwaanvraag van Jan Baptiste Heynsbrouck, 1768""  ";" "" Bouwheer: Heynsbrouck, Jan Baptiste."" "
"""  Gent: Lievekaai - Augustijnenkaai, bouwaanvraag van Abraham Thiry, 1714""  ";" "" Bouwheer: Thiry, Abraham."" "
"""  Gent: Lievekaai - Augustijnenkaai, bouwaanvraag van Franchois Joan Baptiste Baut, 1745""  ";" "" Bouwheer: Baut, Franchois Joan Baptiste."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van anoniem, zonder datum""  ";" "" Bouwheer: anoniem. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Pieter van Baeveghem, 1782""  ";" "" Bouwheer: van Baeveghem, Pieter."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Joannes Pieraerts, 1787""  ";" "" Bouwheer: Pieraerts, Joannes. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Jan Baptiste de Geyter, 1777""  ";" "" Bouwheer: de Geyter, Jan Baptiste."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Jan Louis van Gent, 1793""  ";" "" Bouwheer: van Gent, Jan Louis."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Joannes Heyman, 1780""  ";" "" Bouwheer: Heyman, Joannes."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Jan Baptiste Lavaut, 1786""  ";" "" Bouwheer: Lavaut, Jan Baptiste."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van de Kerchove de Denterghem, zonder datum""  ";" "" Bouwheer: de Kerchove de Denterghem. Enkel de bouwtekening is bewaard, de aanvraag zelf niet. Te dateren in de tweede helft 18de eeuw."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van het begijnhof Onze-Lieve-Vrouw Ter Hooie, 1789""  ";" "" Bouwheer: begijnhof Onze-Lieve-Vrouw Ter Hooie. De aanvraag is ingediend door Joanne Catherine de Seille."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Livinus Heyman, 1764""  ";" "" Bouwheer: Heyman, Livinus."" "
"""  Gent: Lievebrug, bouwaanvraag van Pieter Mechelynck, 1758""  ";" "" Bouwheer: Mechelynck, Pieter."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Francies Judocus Ronse, 1791""  ";" "" Bouwheer: Ronse, Francies Judocus."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Joannes Tijtgat, 1772""  ";" "" Bouwheer: Tijtgat, Joannes."" "
"""  Gent: Leestestraat, bouwaanvraag van Louys d'Aranda, 1749""  ";" "" Bouwheer: d'Aranda, Louys."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Joan vander Haeghen, 1776""  ";" "" Bouwheer: vander Haeghen, Joan."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Catherine de Draeck, 1759""  ";" "" Bouwheer: de Draeck, Catherine."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Lucas de Rudder, 1759""  ";" "" Bouwheer: de Rudder, Lucas."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Lucas de Rudder, 1743""  ";" "" Bouwheer: de Rudder, Lucas."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Pieter de Somer, 1749""  ";" "" Bouwheer: de Somer, Pieter."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Lucas de Rudder, 1758""  ";" "" Bouwheer: de Rudder, Lucas."" "
"""  Gent: Lievebrug (nu Augustijnenkaai), bouwaanvraag van Jacques de Bisschop, 1770""  ";" "" Bouwheer: de Bisschop, Jacques."" "
"""  Gent: Lange Violettestraat: huis Het Ossenhooft, bouwaanvraag van Livinus Heyman, 1738""  ";" "" Bouwheer: Heyman, Livinus."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Gillis (jr.) Hertschap, 1739""  ";" "" Bouwheer: Hertschap, Gillis (jr.)."" "
"""  Gent: Lievekaai - Augustijnenkaai, bouwaanvraag van Jan van Branteghem, 1726""  ";" "" Bouwheer: van Branteghem, Jan."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Jan Dielman, 1734""  ";" "" Bouwheer: Dielman, Jan."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van het begijnhof Onze-Lieve-Vrouw Ter Hooie, 1734""  ";" "" Bouwheer: begijnhof Onze-Lieve-Vrouw Ter Hooie. De aanvraag is ingediend door Catharine Cosijns, begijn en grootjuffrouw."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Pieter Francois Beydens, 1737""  ";" "" Bouwheer: Beydens, Pieter Francois."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Marie Catherine de Pussemier, 1711""  ";" "" Bouwheer: de Pussemier, Marie Catherine."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van het begijnhof Onze-Lieve-Vrouw Ter Hooie, 1722""  ";" "" Bouwheer: begijnhof Onze-Lieve-Vrouw Ter Hooie. De aanvraag is ingediend door Marie Catherine van Zele, begijn."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van George Prudents van Overwaele, 1773""  ";" "" Bouwheer: van Overwaele, George Prudens."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van anoniem, 1689""  ";" "" Bouwheer: anoniem. Enkel de bouwtekening is bewaard, de aanvraag zelf niet."" "
"""  Gent: Lange Violettestraat, bouwaanvraag van Jan Vossaert, 1699""  ";" "" Bouwheer: Vossaert, Jan."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Bernaerd Heyse, 1795""  ";" "" Bouwheer: Heyse, Bernaerd."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Pieter de Loose, 1794""  ";" "" Bouwheer: de Loose, Pieter. Architect: Colpaert, Pieter."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Jan Baptiste de Vreese, 1785""  ";" "" Bouwheer: de Vreese, Jan Baptiste."" "
"""  Gent: Plotersgracht - Lange Steenstraat, bouwaanvraag van Joannes Wynckels, 1787""  ";" "" Bouwheer: Wynckels, Joannes."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Pieter Cauwerijck, 1791""  ";" "" Bouwheer: Cauwerijck, Pieter."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Joan Bernard Morel de Boucle, 1780""  ";" "" Bouwheer: Morel de Boucle, Joan Bernard."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Joannes Lauwaert, 1784""  ";" "" Bouwheer: Lauwaert, Joannes."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Hendrick van der Stadt, 1776""  ";" "" Bouwheer: van der Stadt, Hendrick."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Egidius Guillaume Camberlijn, 1768""  ";" "" Bouwheer: Camberlijn, Egidius Guillaume."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Louis de Vliegher, 1771""  ";" "" Bouwheer: de Vliegher, Louis."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Francois vande Vijvere, 1755""  ";" "" Bouwheer: vande Vijvere, Francois."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Jan Baptiste van Branteghem en Norbert Gauthier Coene, 1754""  ";" "" Bouwheer: van Branteghem, Jan Baptiste en Coene, Norbert Gauthier."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van vander Straeten, 1776""  ";" "" Bouwheer: vander Straeten."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van de Abdij van Drongen, 1720""  ";" "" Bouwheer: Abdij van Drongen."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Robert Guillaume vander Heyden, 1722""  ";" "" Bouwheer: vander Heyden, Robert Guillaume."" "
"""  Gent: Lange Steenstraat, bouwaanvraag van Francies Mertens, 1752""  ";" "" Bouwheer: Mertens, Francies."" "
